id,name,type,abilities,moves,health,attack,defense,special-attack,special-defense,speed,height,weight,generation,shape,colour,bmi,base_stat,m/s,kEnergy
517,munna,psychic,"forewarn, synchronize, telepathy","sonic-boom, psybeam, thunder-wave, toxic, psychic, hypnosis, double-team, defense-curl, barrier, light-screen, reflect, swift, amnesia, dream-eater, flash, psywave, rest, rock-slide, substitute, nightmare, snore, curse, protect, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, baton-pass, moonlight, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, torment, facade, helping-hand, trick, magic-coat, yawn, skill-swap, imprison, secret-power, rock-tomb, signal-beam, calm-mind, shock-wave, gravity, gyro-ball, healing-wish, lucky-chant, power-swap, guard-swap, worry-seed, energy-ball, zen-headbutt, trick-room, charge-beam, wonder-room, psyshock, telekinesis, synchronoise, after-you, round, stored-power, ally-switch, moonblast, confide, dazzling-gleam, expanding-force",76,25,45,67,55,24,6,233,5.0,quadruped,pink,64.72222222222223,292,3.1972300799999998,119.08956414892178
518,musharna,psychic,"forewarn, synchronize, telepathy","psybeam, hyper-beam, thunder-wave, toxic, psychic, hypnosis, double-team, defense-curl, light-screen, reflect, swift, amnesia, dream-eater, flash, rest, rock-slide, substitute, snore, protect, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, moonlight, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, torment, facade, helping-hand, trick, magic-coat, yawn, skill-swap, imprison, secret-power, rock-tomb, signal-beam, calm-mind, shock-wave, gravity, gyro-ball, lucky-chant, power-swap, guard-swap, worry-seed, energy-ball, giga-impact, zen-headbutt, trick-room, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, stored-power, ally-switch, moonblast, confide, dazzling-gleam, psychic-terrain, expanding-force, misty-explosion",116,55,85,107,95,29,11,605,5.0,humanoid,pink,49.99999999999999,487,3.8633196799999996,451.4884782337278
519,pidove,"normal, flying","big-pecks, super-luck, rivalry","razor-wind, gust, fly, leer, growl, toxic, hypnosis, agility, quick-attack, double-team, focus-energy, swift, sky-attack, rest, substitute, snore, protect, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, morning-sun, hidden-power, rain-dance, sunny-day, uproar, heat-wave, facade, taunt, wish, secret-power, feather-dance, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, lucky-chant, night-slash, air-slash, defog, round, echoed-voice, bestow, work-up, confide, dual-wingbeat",50,55,50,36,30,43,3,21,5.0,wings,gray,23.333333333333336,264,5.728370559999999,34.45494073630844
520,tranquill,"normal, flying","big-pecks, super-luck, rivalry","razor-wind, gust, fly, leer, growl, toxic, agility, quick-attack, double-team, focus-energy, swift, sky-attack, rest, substitute, snore, protect, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, uproar, heat-wave, facade, taunt, secret-power, feather-dance, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, air-slash, defog, round, echoed-voice, work-up, confide, dual-wingbeat",62,77,62,50,42,65,6,150,5.0,wings,gray,41.66666666666667,358,8.6591648,562.3585127516927
521,unfezant,"normal, flying","big-pecks, super-luck, rivalry","razor-wind, gust, fly, leer, growl, hyper-beam, toxic, agility, quick-attack, double-team, focus-energy, swift, sky-attack, rest, substitute, snore, protect, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, uproar, heat-wave, facade, taunt, secret-power, feather-dance, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, air-slash, brave-bird, giga-impact, defog, round, echoed-voice, work-up, hurricane, confide, dual-wingbeat",80,115,80,65,55,93,12,290,5.0,wings,gray,20.13888888888889,488,12.38926656,2225.661925473646
522,blitzle,electric,"lightning-rod, motor-drive, sap-sipper","stomp, double-kick, sand-attack, body-slam, take-down, thrash, double-edge, tail-whip, low-kick, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, rage, screech, double-team, light-screen, swift, flash, rest, substitute, snore, protect, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, facade, charge, helping-hand, endeavor, snatch, secret-power, signal-beam, bounce, shock-wave, feint, me-first, magnet-rise, discharge, charge-beam, electro-ball, flame-charge, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, smart-strike, tera-blast, trailblaze, supercell-slam",45,60,32,50,32,76,8,298,5.0,quadruped,black,46.56249999999999,295,10.12456192,1527.3506356715197
523,zebstrika,electric,"lightning-rod, motor-drive, sap-sipper","stomp, double-kick, sand-attack, body-slam, take-down, thrash, double-edge, tail-whip, roar, hyper-beam, low-kick, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, screech, double-team, light-screen, swift, flash, rest, substitute, snore, protect, endure, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, rock-smash, uproar, facade, charge, taunt, helping-hand, endeavor, snatch, secret-power, overheat, signal-beam, bounce, shock-wave, feint, magnet-rise, giga-impact, discharge, charge-beam, electro-ball, flame-charge, round, ally-switch, volt-switch, bulldoze, electroweb, wild-charge, ion-deluge, confide, eerie-impulse, electric-terrain, high-horsepower, laser-focus, smart-strike, tera-blast, trailblaze, supercell-slam",75,100,63,80,63,116,16,795,5.0,quadruped,black,31.054687499999993,497,15.453278719999998,9492.45197212069
524,roggenrola,rock,"sturdy, weak-armor, sand-force","sand-attack, headbutt, tackle, take-down, strength, earthquake, toxic, double-team, harden, explosion, rest, rock-slide, substitute, snore, curse, protect, mud-slap, lock-on, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, rock-smash, facade, nature-power, secret-power, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, rock-polish, earth-power, flash-cannon, stone-edge, stealth-rock, wide-guard, autotomize, smack-down, heavy-slam, round, bulldoze, confide, body-press, meteor-beam",55,75,85,25,25,15,4,180,5.0,legs,blue,112.49999999999997,280,1.9982688,35.93770377348096
525,boldore,rock,"sturdy, weak-armor, sand-force","sand-attack, headbutt, tackle, strength, earthquake, toxic, double-team, harden, explosion, rest, rock-slide, substitute, snore, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, secret-power, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, rock-polish, power-gem, earth-power, flash-cannon, stone-edge, stealth-rock, smack-down, heavy-slam, round, bulldoze, confide, stomping-tantrum, body-press, meteor-beam",70,105,105,50,40,20,9,1020,5.0,tentacles,blue,125.92592592592592,390,2.6643584,362.03908986617853
526,gigalith,rock,"sturdy, sand-stream, sand-force","sand-attack, headbutt, tackle, hyper-beam, strength, solar-beam, earthquake, toxic, double-team, harden, self-destruct, explosion, rest, rock-slide, substitute, snore, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, superpower, secret-power, weather-ball, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, rock-polish, power-gem, earth-power, giga-impact, flash-cannon, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, round, bulldoze, confide, laser-focus, throat-chop, stomping-tantrum, body-press, meteor-beam",85,135,130,60,80,25,17,2600,5.0,tentacles,blue,89.96539792387544,515,3.3304479999999996,1441.9449044915198
527,woobat,"psychic, flying","unaware, klutz, simple","gust, fly, supersonic, thunder-wave, toxic, confusion, psychic, double-team, light-screen, reflect, swift, amnesia, dream-eater, flash, rest, super-fang, substitute, thief, snore, protect, giga-drain, endure, charm, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, heat-wave, torment, flatter, facade, taunt, helping-hand, trick, magic-coat, knock-off, endeavor, skill-swap, imprison, secret-power, fake-tears, air-cutter, odor-sleuth, signal-beam, aerial-ace, calm-mind, shock-wave, roost, gyro-ball, pluck, tailwind, u-turn, assurance, embargo, psycho-shift, air-slash, energy-ball, nasty-plot, psycho-cut, zen-headbutt, defog, trick-room, captivate, charge-beam, psyshock, telekinesis, synchronoise, simple-beam, after-you, round, stored-power, ally-switch, acrobatics, heart-stamp, confide, venom-drench, speed-swap, expanding-force, dual-wingbeat",65,45,43,55,43,72,4,21,5.0,wings,blue,13.124999999999998,323,9.591690239999998,96.60054774311679
528,swoobat,"psychic, flying","unaware, klutz, simple","gust, fly, hyper-beam, thunder-wave, toxic, confusion, psychic, double-team, light-screen, reflect, swift, amnesia, dream-eater, sky-attack, flash, rest, super-fang, substitute, thief, snore, protect, giga-drain, endure, charm, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, heat-wave, torment, facade, taunt, helping-hand, trick, magic-coat, knock-off, endeavor, skill-swap, imprison, secret-power, fake-tears, air-cutter, odor-sleuth, signal-beam, aerial-ace, calm-mind, shock-wave, roost, gyro-ball, pluck, tailwind, u-turn, assurance, embargo, air-slash, energy-ball, giga-impact, nasty-plot, psycho-cut, zen-headbutt, defog, trick-room, charge-beam, psyshock, telekinesis, simple-beam, after-you, round, stored-power, ally-switch, acrobatics, heart-stamp, confide, venom-drench, laser-focus, speed-swap, psychic-fangs, expanding-force, dual-wingbeat",67,57,55,77,55,114,9,105,5.0,wings,blue,12.962962962962962,425,15.186842879999999,1210.8610324744848
529,drilbur,ground,"sand-rush, sand-force, mold-breaker","scratch, swords-dance, cut, take-down, double-edge, submission, strength, earthquake, fissure, dig, toxic, double-team, skull-bash, fury-swipes, rest, rock-slide, slash, substitute, snore, curse, protect, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, sunny-day, rock-smash, facade, helping-hand, brick-break, secret-power, mud-sport, crush-claw, rock-tomb, metal-sound, sand-tomb, aerial-ace, iron-defense, mud-shot, fling, poison-jab, x-scissor, earth-power, shadow-claw, rock-climb, stealth-rock, hone-claws, round, bulldoze, drill-run, confide, high-horsepower, stomping-tantrum, scorching-sands, tera-blast",60,85,40,30,45,68,3,85,5.0,upright,gray,94.44444444444444,328,9.058818559999999,348.7643232377519
530,excadrill,"ground, steel","sand-rush, sand-force, mold-breaker","scratch, swords-dance, cut, horn-drill, body-slam, take-down, double-edge, hyper-beam, strength, earthquake, fissure, dig, toxic, double-team, fury-swipes, rest, rock-slide, slash, substitute, snore, curse, protect, scary-face, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, sunny-day, rock-smash, facade, helping-hand, brick-break, secret-power, mud-sport, crush-claw, rock-tomb, metal-sound, sand-tomb, aerial-ace, iron-defense, mud-shot, rock-blast, fling, magnet-rise, poison-jab, x-scissor, focus-blast, earth-power, giga-impact, shadow-claw, iron-head, stealth-rock, hone-claws, round, bulldoze, drill-run, rototiller, confide, high-horsepower, throat-chop, smart-strike, brutal-swing, stomping-tantrum, steel-beam, scorching-sands, tera-blast",110,135,60,50,65,88,7,404,5.0,humanoid,gray,82.44897959183675,508,11.72317696,2776.1441363165914
531,audino,normal,"healer, regenerator, klutz","pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, body-slam, take-down, double-edge, growl, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, double-team, light-screen, reflect, fire-blast, amnesia, dream-eater, flash, rest, substitute, snore, protect, sweet-kiss, icy-wind, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, focus-punch, helping-hand, role-play, wish, magic-coat, yawn, knock-off, skill-swap, refresh, snatch, secret-power, hyper-voice, signal-beam, covet, calm-mind, gravity, healing-wish, fling, lucky-chant, last-resort, drain-punch, giga-impact, zen-headbutt, trick-room, grass-knot, charge-beam, psyshock, telekinesis, simple-beam, entrainment, after-you, round, echoed-voice, ally-switch, heal-pulse, incinerate, retaliate, bestow, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-nice, confide, dazzling-gleam, baby-doll-eyes, power-up-punch, laser-focus, throat-chop, stomping-tantrum, life-dew",103,60,86,60,86,50,11,310,5.0,upright,pink,25.6198347107438,445,6.660895999999999,687.6968006036478
532,timburr,fighting,"guts, sheer-force, iron-fist","pound, comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, take-down, double-edge, leer, low-kick, counter, strength, rock-throw, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, smelling-salts, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, wake-up-slap, hammer-arm, close-combat, payback, fling, force-palm, poison-jab, drain-punch, focus-blast, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, work-up, confide, power-up-punch, brutal-swing, coaching, tera-blast",75,80,55,25,35,35,6,125,5.0,humanoid,gray,34.72222222222222,305,4.662627199999999,135.87557753862396
533,gurdurr,fighting,"guts, sheer-force, iron-fist","pound, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, take-down, double-edge, leer, low-kick, counter, strength, rock-throw, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, wake-up-slap, hammer-arm, close-combat, payback, fling, poison-jab, drain-punch, focus-blast, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, work-up, confide, power-up-punch, high-horsepower, brutal-swing, coaching, tera-blast",85,105,85,40,50,40,12,400,5.0,humanoid,gray,27.77777777777778,405,5.3287168,567.9044546920447
534,conkeldurr,fighting,"guts, sheer-force, iron-fist","pound, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, body-slam, take-down, double-edge, leer, hyper-beam, low-kick, counter, strength, rock-throw, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, rock-blast, wake-up-slap, hammer-arm, close-combat, payback, fling, poison-jab, drain-punch, focus-blast, giga-impact, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, bulldoze, work-up, confide, power-up-punch, high-horsepower, brutal-swing, stomping-tantrum, coaching, tera-blast, hard-press, upper-hand",105,140,95,55,65,45,14,870,5.0,humanoid,brown,44.38775510204082,505,5.9948064,1563.2901141464217
